,F,I,tfidf,H,H-tilde,H-tilde_std,N
SLC26A9,1.1413225188819798e-06,0.7113691269060691,8.1274802384141,5.113248785942743,5.8246179128488125,0.017428537162661312,57
SLC27A1,1.1553387603419337e-05,0.3061469573050726,3.543815828790712,8.778452963528581,9.084599920833654,0.0168162883124243,577
SLC27A2,2.9834571107616664e-06,0.18334593717867342,4.62352172603741,7.012759879508044,7.196105816686718,0.01803209973382672,149
SLC27A3,1.0632320307479495e-05,0.4067829355069392,3.873904484266991,8.564510582826617,8.971293518333557,0.017451428517236328,531
SLC27A4,2.466858496951928e-05,0.1885198779822428,2.5781368386643004,9.894723259397487,10.08324313737973,0.01563079479367086,1232
SLC27A5,1.719993059157229e-05,0.09046947802845651,2.697927274691305,9.526160173856573,9.61662965188503,0.016702511334369594,859
SLC27A6,8.60997689682897e-07,0.319023255814054,6.536462704143316,5.100683359353261,5.419706615167315,0.017840044001240327,43
SLC28A1,3.003480312847315e-07,-0.001999999999965585,6.347856117566908,3.9068905956085187,3.904890595608553,0.016206994376099917,15
SLC28A3,2.142482623164418e-06,0.5324004523565558,6.066622154150251,6.192355888250087,6.724756340606643,0.01814149030957071,107
SLC29A1,0.00011477299435493873,0.4413426625953214,1.8326486211284747,11.317569048627949,11.75891171122327,0.012645822008994853,5732
SLC29A2,6.707772698692337e-06,0.19642839957672642,3.792351347660776,8.140197733080496,8.336626132657223,0.017233848089804635,335
SLC29A3,5.466334169382113e-06,0.4465959917709714,4.59768473786811,7.604631203314792,8.051227195085763,0.01741835957258122,273
SLC29A4,0.00013247350499865225,0.7180430908258941,2.521546651428791,11.159862827479023,11.877905918304917,0.012138609094718188,6616
SLC2A1,4.7595151357587116e-05,0.9294673619511471,3.547655463773464,9.946957564702558,10.876424926653705,0.015065498130535928,2377
SLC2A10,8.810208917685457e-07,0.3117272727272393,6.47512134770528,5.141249800455479,5.452977073182718,0.016752698071772636,44
SLC2A11,8.349675269715535e-06,0.11666715099765312,3.4191092697384278,8.522824976311984,8.639492127309637,0.01705849051264755,417
SLC2A12,2.8032482919908274e-06,0.18877815654853425,4.688471568575157,6.918498909771203,7.107277066319737,0.017610217881559354,140
SLC2A13,6.0289861479888434e-05,0.5956802882019385,2.605390363034415,10.542144138424558,11.137824426626496,0.01460111325737217,3011
SLC2A14,1.0191809861595222e-05,0.5434125400497152,4.173445127810216,8.369886044941865,8.91329858499158,0.017544508717841453,509
SLC2A2,2.2425986335926617e-06,0.3909365056767289,5.593903768802793,6.398654587139592,6.789591092816321,0.017767500965296907,112
SLC2A3,2.5369397042516988e-05,0.9854483681941897,4.392430913707591,9.133366581176482,10.118814949370671,0.016296309579246313,1267
SLC2A4,2.402784250277852e-07,0.39474062518019304,8.103985470810088,3.188721875540867,3.58346250072106,0.015740076262953824,12
SLC2A4RG,2.3667424865236843e-05,0.16936340367135472,2.5805748925064234,9.861098763871198,10.030462167542552,0.016188406078617865,1182
SLC2A5,3.2037123337038027e-07,0.49700000000000166,8.76133289184149,3.5,3.9970000000000017,0.019131126469792547,16
SLC2A6,1.4717053532951843e-05,0.2395285300439003,3.134217847084833,9.171500694781615,9.411029224825516,0.0170472619680135,735
SLC2A8,1.347561500364162e-05,0.26773558653551355,3.3106976446648835,9.024577177512413,9.292312764047926,0.016875519724757645,673
SLC2A9,6.80788870912058e-07,0.28958823529406974,6.66940540052448,4.793345194191516,5.0829334294855855,0.0163303907171462,34
SLC30A1,1.3115197366099942e-05,0.487955448001717,3.8675966873939283,8.766937943872225,9.254893391873942,0.01731917278485314,655
SLC30A10,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC30A2,2.0824130169074717e-06,0.47034308373158584,5.896529944220805,6.2136205788806045,6.68396366261219,0.017273313227731575,104
SLC30A3,8.009280834259507e-08,0.4995000000000016,10.609725373334678,1.5,1.9995000000000016,0.01580348062918229,4
SLC30A4,3.684269183759373e-06,0.11826217867991495,4.211816773325312,7.3781549587626465,7.496417137442561,0.016763192559767822,184
SLC30A5,3.580148532913999e-05,0.258981306039173,2.3900129997979334,10.286039447334156,10.54502075337333,0.015336770300518608,1788
SLC30A6,1.5818329647662527e-05,0.27181065966741613,3.147827687701091,9.23447509311894,9.506285752786356,0.017230454423663232,790
SLC30A7,2.7591972474024e-05,0.17559829103853097,2.444652771606641,10.048877371541447,10.224475662579978,0.01655062459386585,1378
SLC30A8,0.00037193097874092584,1.2709727115882377,4.403023630300241,11.21209477431925,12.483067485907487,0.007678287135853407,18575
SLC30A9,3.476027882068626e-05,0.40865360858716393,2.732948973265694,10.099363088421423,10.508016697008587,0.015804000484361383,1736
SLC31A1,3.351884029137603e-05,0.1942344121460131,2.3100017382518283,10.270646473214386,10.4648808853604,0.01602294546719903,1674
SLC31A2,7.989257632173857e-06,0.47781234367240266,4.326691758507122,8.10125082588159,8.579063169553992,0.017435193804762387,399
SLC32A1,2.0023202085648767e-08,0.0,9.055906318669118,0.0,0.0,0.0,1
SLC33A1,2.9714431895102768e-05,0.23378296459625325,2.499787864528912,10.08389785601549,10.317680820611743,0.016209877987397845,1484
SLC34A2,6.787865507034932e-06,1.2118073595305896,7.378245047639408,7.1421372529038765,8.353944612434466,0.017033608953033474,339
SLC34A3,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC35A1,9.951531436567436e-06,0.21524568039397352,3.47990937423925,8.665766050577435,8.881011730971409,0.017373604001943863,497
SLC35A2,3.936561530038547e-05,0.28031224117200004,2.370332789986684,10.376475389886059,10.656787631058059,0.016048685940178067,1966
SLC35A3,1.1293085976305904e-05,0.18031374759078034,3.284596080760231,8.871786192808981,9.052099940399762,0.017098095682234936,564
SLC35A4,4.945730915155245e-05,0.10837678886079338,1.8831547478986803,10.812169342219148,10.920546131079941,0.015211894264697226,2470
SLC35A5,2.1625058252500666e-05,0.3230526822585542,2.98099861045406,9.592754865057941,9.915807547316495,0.01678126445838365,1080
SLC35B1,0.00010824543047501724,0.2364753546687428,1.556427132853246,11.472676545873476,11.709151900542219,0.013447097488168922,5406
SLC35B2,7.05817873519119e-05,0.1902830009612746,1.7381824198141005,11.113018273438922,11.303301274400196,0.014096171530546868,3525
SLC35B3,1.62187936893755e-05,0.2689848721949968,3.1199933389248113,9.270176103311027,9.539160975506023,0.016812189171237193,810
SLC35B4,5.826751806923791e-06,0.09426024940504085,3.70867956404694,8.044824183107034,8.139084432512075,0.0176585322716846,291
SLC35C1,1.8221113897940376e-05,0.12368047711069607,2.7117904545668785,9.569218724068518,9.692899201179214,0.016483897393050093,910
SLC35C2,3.726317908139235e-05,0.11416415181926176,2.102120779981241,10.476999129962225,10.591163281781487,0.014910823578003263,1861
SLC35D1,1.0652343509565144e-05,0.17692664588472873,3.3241103093929776,8.797229404457685,8.974156050342414,0.016477061964797163,532
SLC35D2,3.562127651036916e-05,0.22431002661570076,2.3175159691199765,10.3137546460239,10.538064672639601,0.016061491040648707,1779
SLC35D3,5.145962936011733e-06,0.4095356709535567,4.708877869999999,7.556659265204563,7.96619493615812,0.017328440721407903,257
SLC35E1,3.866480322738777e-05,0.2470008063385425,2.293679213560185,10.38924927029223,10.636250076630773,0.015384794874466905,1931
SLC35E2,3.003480312847315e-07,0.26413333333336775,7.489565724470286,3.640223928941852,3.90435726227522,0.018203296405714782,15
SLC35E2B,2.827276134493606e-05,0.2512325138468565,2.5721760705860044,10.00378632898724,10.255018842834097,0.016246746475404788,1412
SLC35E3,1.1773642826361474e-05,0.21891934248140643,3.332352351176729,8.890915754663515,9.109835097144922,0.016336270142050774,588
SLC35E4,3.3839211524746417e-06,0.2085883558685282,4.557672021018759,7.1670937853690075,7.375682141237536,0.016971863641150425,169
SLC35F1,8.60997689682897e-07,0.6325529070774722,7.79814586806164,4.786502545299146,5.419055452376618,0.01877681961116855,43
SLC35F2,7.328491963347449e-06,0.23141463197296197,3.8223419698104038,8.22803805545578,8.459452687428742,0.017451047318352553,366
SLC35F3,2.076406056281777e-05,0.342218213252913,3.046672559971212,9.521154425225081,9.863372638477994,0.01611099503484512,1037
SLC35F4,1.8421345918796864e-06,0.12453383765929527,4.92259802397949,6.3849218745117575,6.509455712171053,0.01703411744984717,92
SLC35F5,2.4087912109035464e-05,0.14025988276517332,2.502981043180313,9.91378143213663,10.054041314901804,0.01648227611790486,1203
SLC35F6,3.9065267269100744e-05,0.08650596818771206,2.02001101940556,10.561443345510712,10.647949313698424,0.01517871831737729,1951
SLC35G1,3.1436427274468564e-06,0.3185602555311249,4.917236683460423,6.951472322261518,7.270032577792643,0.017311542394655877,157
SLC35G2,2.256614875052616e-05,0.15484877177846634,2.597293205374408,9.815421190105289,9.970269961883755,0.016678480501135524,1127
SLC35G3,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
SLC35G5,4.0046404171297534e-07,0.09679999999992273,6.433123515265977,4.221928094887363,4.318728094887286,0.0176000000191874,20
SLC35G6,8.009280834259507e-08,1.3322676295501878e-15,7.669611957549228,2.0,2.0000000000000013,0.0,4
SLC36A1,4.845614904727001e-06,0.46114302578038746,4.819262615343677,7.420914917175347,7.8820579429557345,0.016960543920852784,242
SLC36A4,4.208877078403371e-05,0.2135707230312267,2.16132945661144,10.523357897845452,10.736928620876679,0.015520230241804116,2102
SLC37A1,3.265784260169314e-05,0.34985422078387707,2.6452240376029628,10.081090345131518,10.430944565915395,0.015737268255635758,1631
SLC37A2,9.811369021967895e-07,0.9161521964824972,9.611790136049986,4.690542241765325,5.606694438247822,0.01717626183379929,49
SLC37A3,1.6539164922745882e-05,0.20636096346069976,2.9735062696305583,9.358184169924755,9.564545133385455,0.017240715397212565,826
SLC37A4,7.71093512318334e-05,0.3179620315038356,1.8569000470296546,11.073905872199223,11.391867903703059,0.013200323264179229,3851
SLC38A1,2.126464061495899e-05,0.4926583488862608,3.3915502277107312,9.40104425184047,9.893702600726732,0.016610887807105193,1062
SLC38A10,8.537893369320634e-05,0.16405635745091907,1.575202799893438,11.327849126182603,11.491905483633522,0.013563829273435035,4264
SLC38A11,8.409744875972482e-07,0.279523809523722,6.384451943581844,5.106603137064475,5.386126946588197,0.016976708096048877,42
SLC38A2,6.611661328681223e-05,0.9788554199814055,3.319338415390366,10.256349721961735,11.23520514194314,0.014714606587532264,3302
SLC38A3,9.811369021967895e-07,0.07447439005098921,5.427280364489233,5.533077191053984,5.607551581104973,0.017215346783056508,49
SLC38A4,2.222575431507013e-05,0.4927144701919701,3.3018990859065585,9.45826616312389,9.95098063331586,0.01644591411962904,1110
SLC38A5,1.7320069804086184e-05,0.7438420899586831,4.340202267224004,8.881524907678813,9.625366997637496,0.016511447315203962,865
SLC38A6,3.864478002530212e-06,0.30077013889045556,4.655583530079693,7.261502099543069,7.562272238433525,0.017313887352966302,193
SLC38A7,1.1052807551278118e-05,0.22927202877515462,3.4096847668695487,8.79549187069217,9.024763899467324,0.01722969235271098,552
SLC38A9,5.9468910194376834e-06,0.12851953580987008,3.7494177782959532,8.039994415377139,8.168513951187009,0.017375409140510244,297
SLC39A1,0.0001531975191572987,0.23947446148768314,1.3521218314516037,11.74927560702105,11.988750068508732,0.011175936300722104,7651
SLC39A10,8.049327238430804e-06,0.3260475067766144,3.95173037221573,8.262646304394307,8.588693811170922,0.016735487220419846,402
SLC39A11,1.2114037261817504e-05,0.19569058713811494,3.2431694102027215,8.952685939560638,9.148376526698753,0.017699798693499292,605
SLC39A12,1.0011601042824384e-07,0.3996000000000306,9.587014946936534,1.9219280948873623,2.321528094887393,0.012642784498620697,5
SLC39A13,4.13479123068647e-05,0.08209347161408687,1.9648144461824912,10.632134524414466,10.714227996028553,0.015686102274748683,2065
SLC39A14,0.00024376246219068808,0.9240889914001045,2.470107558818786,11.362922608626258,12.287011600026363,0.009322614611769926,12174
SLC39A3,3.506062685197099e-05,0.11065465750807135,2.1407652719496864,10.408497441774479,10.51915209928255,0.016191925399381593,1751
SLC39A4,3.1896960922438484e-05,0.2523999699198409,2.4712232630823157,10.151398411227067,10.403798381146908,0.015670060989928365,1593
SLC39A5,1.982297006479228e-05,0.8555543873549709,4.59646453961615,8.947026465213785,9.802580852568756,0.016747109812424617,990
SLC39A6,4.4551624640568505e-05,0.2578118661801767,2.2063920460257616,10.543460087214477,10.801271953394654,0.015732072845774586,2225
SLC39A7,4.54526687344227e-05,0.16391255559050677,2.039608805844697,10.660649584799001,10.824562140389508,0.01487770975365565,2270
SLC39A8,7.1883295487479075e-06,0.19281249621083418,3.7338316453636278,8.239137491998136,8.43194998820897,0.017472039625884415,359
SLC39A9,8.36769615159262e-05,0.22791361000195387,1.6979544945260512,11.244439797761114,11.472353407763068,0.013955606615736008,4179
SLC3A1,8.089373642602101e-06,1.3173495605936196,7.638648259063462,7.278130134532555,8.595479695126174,0.017266937029843405,404
SLC3A2,0.00025763854123604267,0.39945927979482043,1.330374288008146,11.917275927657434,12.316735207452254,0.008929932048961498,12867
SLC40A1,3.5300905276998774e-05,0.35135848709880513,2.566472820249627,10.175740571847685,10.52709905894649,0.015638891629543978,1763
SLC41A1,2.8833411003334224e-05,0.21897980853742638,2.485638140184891,10.060245702923062,10.279225511460488,0.015702108975771314,1440
SLC41A2,1.2134060463903152e-05,0.21657527217108274,3.2826143480776824,8.935369816784865,9.151945088955948,0.01779538414731744,606
SLC41A3,4.020658978798272e-05,0.166122525545628,2.129372355872791,10.515640226733282,10.68176275227891,0.016018595885505534,2008
SLC43A1,1.3795986237012e-05,0.4585516440722994,3.742007568717051,8.865092439028006,9.323644083100305,0.016248969160694255,689
SLC43A2,4.87765202806404e-05,0.6276210732046881,2.833093709739857,10.276583359249317,10.904204432454005,0.015172641224172015,2436
SLC43A3,3.1876937720352835e-05,1.1723249109319198,4.936316021407365,9.230659023511178,10.402983934443098,0.016027456483062568,1592
SLC44A1,6.004958305486065e-05,0.3496694475186075,2.1063808709664933,10.784114766016845,11.133784213535453,0.015013911454584208,2999
SLC44A2,3.596167094582518e-05,0.7037037038830345,3.3836850828588054,9.845887612662732,10.549591316545767,0.015989872135915024,1796
SLC44A3,1.361577741824116e-05,0.3269209109765061,3.38663634568243,8.97990215895292,9.306823069929425,0.01643286635866733,680
SLC44A4,9.070510544798891e-06,0.30617144486146053,3.753364701440748,8.448282465215694,8.754453910077155,0.016776899452938313,453
SLC44A5,2.342714644020906e-06,0.2177200485411488,4.962954846968715,6.635238437495141,6.8529584860362895,0.017034851555514468,117
SLC45A1,4.465174065099675e-06,0.15666084614155817,4.137244616548243,7.609173946995805,7.765834793137363,0.017778860838859264,223
SLC45A2,1.4016241459954136e-07,1.7319479184152442e-14,7.109996169613805,2.807354922057604,2.8073549220576215,0.0,7
SLC45A3,1.5838352849748175e-05,0.5619782947396494,3.872139711153505,8.945602524320943,9.507580819060593,0.01598673020472145,791
SLC45A4,1.2754779728558264e-05,0.3214989948041964,3.4778213772221918,8.897287606989856,9.218786601794053,0.01710584630817197,637
SLC46A1,1.1573410805504988e-05,0.2926422912739959,3.4999776110215715,8.793777304431824,9.08641959570582,0.017034219211542467,578
SLC46A2,1.0011601042824384e-07,0.3996000000000306,9.587014946936534,1.9219280948873623,2.321528094887393,0.012642784498620697,5
SLC46A3,6.9080047195488245e-06,0.1380046463059923,3.603027266624561,8.23922307789441,8.377227724200402,0.018057040534508895,345
SLC47A1,6.00696062569463e-08,-1.5543122344752192e-15,7.957294030001009,1.584962500721156,1.5849625007211545,2.2598729860936256e-07,3
SLC47A2,4.0046404171297534e-08,6.661338147750939e-16,8.362759138109174,1.0,1.0000000000000007,0.0,2
SLC48A1,2.8733294992905978e-05,0.20371069518722784,2.464236989188222,10.071754642800267,10.275465337987495,0.016724366909708056,1435
SLC4A10,1.1773642826361474e-05,0.3400687656442134,3.6113755759600323,8.769514261491315,9.109583027135528,0.017137309460113735,588
SLC4A11,3.40394435456029e-07,-0.0022352941176153607,6.222692974612903,4.087462841250339,4.085227547132724,0.016061732120950405,17
SLC4A1AP,2.304670560058173e-05,0.32060631779528137,2.905255947546142,9.676243281857406,9.996849599652688,0.016632521305566677,1151
SLC4A2,4.270949004868882e-05,0.12234691517431351,2.0027317159963847,10.630782609422747,10.75312952459706,0.015415067332499428,2133
SLC4A3,5.786705402752494e-06,0.19027673601246953,3.9434783562671467,7.940412057895774,8.130688793908243,0.016711126255140377,289
SLC4A4,4.264942044243187e-05,1.4201874228575253,5.6280823970273,9.331665329001206,10.751852751858731,0.015521382655228328,2130
SLC4A5,6.207192646551117e-07,0.21377056458593113,6.336955573689692,4.736296713542892,4.950067278128823,0.015790512046310712,31
SLC4A7,1.914218119388022e-05,0.34247793118037606,3.128376363073569,9.415034175679953,9.757512106860329,0.016410977915817332,956
